id_sv,id_nv,tt_nv,ma_truong,ten_truong,ma_nganh,ten_nganh,phuong_thuc_1,phuong_thuc_2,phuong_thuc_3,phuong_thuc_4
55712683346,NV9828,4,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,CH2,Kỹ thuật Hóa học,0,1,0,0
74304157668,NV9829,2,BKA,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E18,Kỹ thuật Điện,0,1,0,0
22960922526,NV9830,2,CMC,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,TX1,Công nghệ Thông tin,0,1,0,0
76009426049,NV9831,3,BKA,TRƯỜNG ĐẠI HỌC CMC,TROY-BA,Kỹ thuật Điện,1,0,0,1
85902635467,NV9832,1,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Kỹ thuật Sinh học,1,1,1,0
68024692292,NV9833,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM4,Kỹ thuật Hóa học,1,0,1,1
47942128399,NV9834,3,BVH,TRƯỜNG ĐẠI HỌC CMC,CH2,Kỹ thuật Hóa học,0,0,0,0
58144995555,NV9835,1,DKK,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH2,Công nghệ Thông tin,1,0,0,0
75095969947,NV9836,3,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM-VUW,Kỹ thuật Hóa học,0,0,1,1
14593121740,NV9837,2,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,ET1,Kỹ thuật Hóa học,1,0,0,0
90219664774,NV9838,2,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,ET1,Công nghệ Thông tin,0,1,0,0
14625460014,NV9839,4,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-BA,Công nghệ Thông tin,0,1,0,1
75781057982,NV9840,4,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E8,Kỹ thuật Sinh học,1,1,1,1
58670958481,NV9841,1,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH2,Kỹ thuật Sinh học,0,0,0,0
89129604475,NV9842,1,DKK,TRƯỜNG ĐẠI HỌC CMC,CH1,Kỹ thuật Sinh học,0,0,0,0
54648992286,NV9843,4,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM1,Kỹ thuật Sinh học,1,1,1,1
36533503690,NV9844,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Công nghệ Thông tin,1,0,0,0
50356401080,NV9845,2,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,QHT94,Công nghệ Thông tin,1,0,0,1
10741509565,NV9846,4,DCN,TRƯỜNG ĐẠI HỌC CMC,EM-VUW,Công nghệ Thông tin,0,1,1,1
17469792366,NV9847,4,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E18,Kỹ thuật Hóa học,1,0,0,0
32981947691,NV9848,2,BKA,TRƯỜNG ĐẠI HỌC CMC,EE-E8,Kỹ thuật Điện,1,0,1,0
16226057806,NV9849,4,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,TROY-BA,Kỹ thuật Sinh học,1,1,0,0
55999193747,NV9850,2,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM4,Kỹ thuật Điện,1,1,0,0
35128453744,NV9851,1,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM-VUW,Kỹ thuật Điện,1,1,0,1
20519985083,NV9852,1,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM-E14,Kỹ thuật Điện,0,0,1,0
67850452013,NV9853,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE2,Công nghệ Thông tin,1,1,1,0
56721475350,NV9854,4,DKK,TRƯỜNG ĐẠI HỌC CMC,BF2,Kỹ thuật Điện,0,1,0,1
95058288216,NV9855,2,DKK,TRƯỜNG ĐẠI HỌC CMC,TROY-IT,Kỹ thuật Hóa học,1,1,0,0
13158332517,NV9856,1,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH3,Công nghệ Thông tin,0,1,1,0
45024591101,NV9857,4,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET1,Kỹ thuật Sinh học,1,1,0,1
86629677319,NV9858,2,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-E18,Công nghệ Thông tin,1,1,1,1
63826554166,NV9859,3,BVH,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-EP,Kỹ thuật Sinh học,0,1,0,1
49287396949,NV9860,1,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH2,Kỹ thuật Sinh học,0,1,1,1
91498996321,NV9861,1,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM1,Kỹ thuật Điện,1,0,0,1
42979550130,NV9862,2,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM1,Kỹ thuật Sinh học,0,0,0,1
15355534105,NV9863,1,DKK,TRƯỜNG ĐẠI HỌC CMC,EM-E13,Kỹ thuật Điện,0,0,1,0
36105452307,NV9864,4,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH-E11,Kỹ thuật Điện,0,1,0,0
16041459298,NV9865,1,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,TROY-BA,Kỹ thuật Điện,0,1,1,0
63060443381,NV9866,4,QHI,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-E13,Công nghệ Thông tin,0,1,0,1
49500453193,NV9867,4,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-E8,Công nghệ Thông tin,1,0,1,1
38771051902,NV9868,4,CMC,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-E13,Công nghệ Thông tin,0,0,0,1
30896474601,NV9869,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH3,Công nghệ Thông tin,1,0,1,0
21593794770,NV9870,3,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM1,Kỹ thuật Hóa học,0,1,0,1
75101292640,NV9871,4,BKA,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM-E13,Kỹ thuật Sinh học,1,1,0,0
19484241034,NV9872,2,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH2,Kỹ thuật Hóa học,1,1,0,1
57921036509,NV9873,1,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF-E19,Kỹ thuật Điện,0,0,0,1
98144862535,NV9874,2,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM-VUW,Kỹ thuật Sinh học,1,1,1,1
34277567125,NV9875,4,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,BF1,Công nghệ Thông tin,0,0,0,0
48752489760,NV9876,1,BVH,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,ED2,Kỹ thuật Điện,1,0,1,0
23339736915,NV9877,1,QHI,TRƯỜNG ĐẠI HỌC CMC,ET2,Kỹ thuật Điện,0,1,1,0
91511297934,NV9878,1,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E18,Kỹ thuật Điện,0,0,0,0
26406823710,NV9879,3,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,ET2,Công nghệ Thông tin,1,1,0,0
98585702360,NV9880,3,QHT,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,BF-E19,Kỹ thuật Sinh học,0,0,1,0
50080022943,NV9881,2,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE2,Kỹ thuật Hóa học,1,0,0,1
21809654741,NV9882,3,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH2,Kỹ thuật Sinh học,1,0,0,1
59568041782,NV9883,4,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,IT-E7,Kỹ thuật Hóa học,1,1,1,1
99095517693,NV9884,2,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-VUW,Kỹ thuật Sinh học,1,1,0,0
93898329541,NV9885,3,DKK,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,IT-E7,Kỹ thuật Hóa học,1,1,1,1
94176841743,NV9886,1,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM5,Kỹ thuật Hóa học,1,0,1,1
54025917022,NV9887,2,QHT,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM4,Kỹ thuật Sinh học,0,1,1,0
34784250825,NV9888,1,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,BF2,Kỹ thuật Điện,1,0,1,1
18138736666,NV9889,2,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM4,Công nghệ Thông tin,0,1,1,1
46676926653,NV9890,1,CMC,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE2,Kỹ thuật Sinh học,1,1,1,0
41477855889,NV9891,4,CMC,TRƯỜNG ĐẠI HỌC CMC,EE-E8,Kỹ thuật Sinh học,1,1,0,1
32817262962,NV9892,2,BVH,TRƯỜNG ĐẠI HỌC CMC,EM4,Kỹ thuật Điện,0,0,0,1
59563825097,NV9893,4,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Kỹ thuật Sinh học,1,1,0,0
33795622628,NV9894,4,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E19,Kỹ thuật Sinh học,1,0,1,1
10194469951,NV9895,2,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF1,Kỹ thuật Hóa học,0,0,1,0
40025762849,NV9896,2,QHI,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,CH-E11,Kỹ thuật Sinh học,1,0,0,1
89221822805,NV9897,1,DKK,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,CH2,Kỹ thuật Sinh học,0,0,0,0
57937127772,NV9898,3,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,QHT94,Công nghệ Thông tin,1,1,1,1
51211663201,NV9899,3,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,QHT94,Kỹ thuật Hóa học,0,1,1,0
42673916119,NV9900,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM5,Kỹ thuật Điện,0,1,1,1
51329622678,NV9901,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ED2,Kỹ thuật Sinh học,0,1,0,0
53228978675,NV9902,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM1,Kỹ thuật Điện,1,1,0,0
65258188902,NV9903,1,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ED2,Kỹ thuật Hóa học,1,0,1,1
97394069519,NV9904,3,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET2,Kỹ thuật Hóa học,1,0,0,1
66775548268,NV9905,3,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,CH3,Công nghệ Thông tin,0,0,0,0
80662070504,NV9906,1,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH-E11,Kỹ thuật Điện,0,1,0,1
26082837567,NV9907,2,BVH,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,CH1,Kỹ thuật Điện,0,1,0,1
96282524582,NV9908,3,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM1,Kỹ thuật Sinh học,0,1,0,1
89852557305,NV9909,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF1,Kỹ thuật Hóa học,0,1,0,0
26361406394,NV9910,1,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF2,Kỹ thuật Điện,0,1,1,0
80043924646,NV9911,3,BKA,TRƯỜNG ĐẠI HỌC CMC,ET2,Kỹ thuật Hóa học,1,1,0,1
49093320725,NV9912,4,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM1,Kỹ thuật Điện,0,1,0,0
79486790620,NV9913,1,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,IT-E7,Kỹ thuật Điện,0,0,1,0
69876264139,NV9914,1,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-BA,Kỹ thuật Hóa học,0,0,1,1
14528345568,NV9915,3,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE2,Kỹ thuật Sinh học,1,1,1,0
49882346363,NV9916,2,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH-E11,Kỹ thuật Sinh học,0,1,0,0
62456991714,NV9917,1,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,CH3,Công nghệ Thông tin,0,0,1,1
64149322387,NV9918,3,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E13,Kỹ thuật Sinh học,0,0,0,0
41477007806,NV9919,2,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,QHT94,Công nghệ Thông tin,0,1,0,1
54670511646,NV9920,4,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,ET1,Công nghệ Thông tin,0,0,1,0
47992111281,NV9921,4,DKK,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,TROY-IT,Kỹ thuật Điện,0,1,0,1
40808402690,NV9922,2,CMC,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-VUW,Kỹ thuật Sinh học,0,0,1,0
61410492420,NV9923,2,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE1,Công nghệ Thông tin,1,1,1,1
43204882369,NV9924,1,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH-E11,Công nghệ Thông tin,0,0,0,1
38170866015,NV9925,2,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,TROY-BA,Kỹ thuật Điện,0,1,0,0
20513105376,NV9926,1,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-EP,Công nghệ Thông tin,1,1,1,0
72717241779,NV9927,3,QHT,ĐẠI HỌC BÁCH KHOA HÀ NỘI,ED2,Kỹ thuật Hóa học,1,1,0,0
36793556648,NV9928,1,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM5,Kỹ thuật Điện,0,0,1,0
36340836721,NV9929,2,BKA,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH1,Kỹ thuật Sinh học,1,1,1,1
23533914470,NV9930,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF-E12,Kỹ thuật Hóa học,0,1,1,1
10512159647,NV9931,3,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-IT,Kỹ thuật Hóa học,0,1,0,1
91652543639,NV9932,4,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE1,Công nghệ Thông tin,0,0,0,0
20403191929,NV9933,1,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH3,Kỹ thuật Sinh học,0,0,0,0
31251721402,NV9934,4,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH2,Công nghệ Thông tin,0,0,0,1
91133759101,NV9935,2,BKA,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM3,Kỹ thuật Điện,1,1,1,0
45173855582,NV9936,2,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH3,Kỹ thuật Hóa học,1,0,0,1
32181330683,NV9937,1,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM5,Công nghệ Thông tin,1,0,0,0
79741272063,NV9938,1,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF-E19,Kỹ thuật Sinh học,1,1,0,0
68563947425,NV9939,2,CMC,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM3,Kỹ thuật Sinh học,0,0,0,1
76161647944,NV9940,1,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH-E11,Kỹ thuật Sinh học,1,1,0,1
71301713179,NV9941,4,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM5,Công nghệ Thông tin,0,1,0,0
37704885303,NV9942,3,BVH,TRƯỜNG ĐẠI HỌC CMC,EM-E14,Công nghệ Thông tin,0,0,0,0
70384383811,NV9943,3,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE1,Kỹ thuật Điện,0,1,0,1
34958442246,NV9944,1,QHT,TRƯỜNG ĐẠI HỌC CMC,TX1,Kỹ thuật Điện,1,0,1,0
62833001448,NV9945,3,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH-E11,Công nghệ Thông tin,0,1,0,1
16117651681,NV9946,1,QHI,TRƯỜNG ĐẠI HỌC CMC,QHT94,Công nghệ Thông tin,1,1,1,0
39809735398,NV9947,3,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,TROY-IT,Kỹ thuật Sinh học,1,0,0,0
66438768834,NV9948,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TX1,Kỹ thuật Hóa học,1,1,0,0
38134401440,NV9949,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ED2,Kỹ thuật Sinh học,0,0,1,1
95494917844,NV9950,3,CMC,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM5,Công nghệ Thông tin,1,1,0,1
81061387245,NV9951,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET2,Kỹ thuật Điện,1,0,0,1
88807583859,NV9952,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF-E12,Kỹ thuật Hóa học,0,0,0,0
75604069802,NV9953,1,BKA,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM-VUW,Công nghệ Thông tin,0,0,0,0
95345448677,NV9954,1,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,IT-E7,Kỹ thuật Sinh học,0,0,0,0
69924223864,NV9955,1,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E12,Kỹ thuật Hóa học,1,0,1,1
64996212908,NV9956,4,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM-E13,Kỹ thuật Điện,1,0,0,0
36519800344,NV9957,3,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-VUW,Kỹ thuật Sinh học,1,1,1,0
82350853683,NV9958,3,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM1,Công nghệ Thông tin,0,0,0,1
64035986878,NV9959,4,QHI,TRƯỜNG ĐẠI HỌC CMC,EM5,Kỹ thuật Điện,0,1,0,1
27847229974,NV9960,1,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF2,Công nghệ Thông tin,1,0,1,0
92088106803,NV9961,4,QHT,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-VUW,Kỹ thuật Hóa học,1,1,1,1
59038208370,NV9962,2,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,QHT94,Công nghệ Thông tin,0,0,1,0
28471856203,NV9963,4,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,QHT94,Kỹ thuật Hóa học,0,0,1,0
59402314909,NV9964,4,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF2,Công nghệ Thông tin,1,1,1,0
64846918955,NV9965,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ED2,Kỹ thuật Điện,0,0,1,0
27503932770,NV9966,2,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM4,Công nghệ Thông tin,1,1,0,1
75781292452,NV9967,2,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,IT-E7,Công nghệ Thông tin,0,0,1,0
21711911278,NV9968,4,QHI,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-E18,Công nghệ Thông tin,1,0,1,0
27775406148,NV9969,4,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E18,Kỹ thuật Hóa học,0,0,0,1
48521266777,NV9970,2,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM3,Kỹ thuật Hóa học,0,0,0,1
66487450706,NV9971,3,CMC,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE2,Kỹ thuật Điện,1,1,1,0
80961388683,NV9972,4,CMC,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE1,Công nghệ Thông tin,1,1,0,0
55801288939,NV9973,3,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH2,Kỹ thuật Sinh học,1,1,0,0
37163900520,NV9974,3,QHI,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-E14,Kỹ thuật Hóa học,1,1,0,0
99312836207,NV9975,3,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF2,Kỹ thuật Sinh học,0,0,0,0
32356588338,NV9976,1,DKK,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE1,Kỹ thuật Sinh học,0,1,0,1
63371104215,NV9977,1,BKA,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E12,Kỹ thuật Điện,0,1,0,0
12780097234,NV9978,2,QHI,TRƯỜNG ĐẠI HỌC CMC,BF2,Kỹ thuật Điện,0,1,0,0
50675961744,NV9979,1,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH1,Kỹ thuật Điện,0,1,1,0
77802458113,NV9980,4,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,TX1,Công nghệ Thông tin,0,0,1,0
27096824931,NV9981,1,CMC,TRƯỜNG ĐẠI HỌC CMC,EM3,Kỹ thuật Điện,0,1,1,1
61436266077,NV9982,1,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM3,Công nghệ Thông tin,1,1,1,0
79856205045,NV9983,2,QHT,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM5,Kỹ thuật Sinh học,1,0,0,1
91056919044,NV9984,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-VUW,Kỹ thuật Điện,1,0,0,0
89899652223,NV9985,3,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF1,Kỹ thuật Hóa học,0,1,0,0
23464537397,NV9986,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-EP,Công nghệ Thông tin,1,1,0,1
22350247736,NV9987,2,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH2,Kỹ thuật Điện,1,0,1,0
39065782284,NV9988,4,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM3,Kỹ thuật Hóa học,1,1,1,1
43084771020,NV9989,4,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM3,Công nghệ Thông tin,1,1,1,0
15619184214,NV9990,1,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET2,Kỹ thuật Sinh học,0,1,1,0
41398529316,NV9991,1,QHT,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-VUW,Kỹ thuật Hóa học,1,1,0,0
94856296599,NV9992,4,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,ET1,Công nghệ Thông tin,0,1,1,0
50239230029,NV9993,2,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM1,Kỹ thuật Hóa học,0,0,0,1
15861724396,NV9994,4,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,ET2,Công nghệ Thông tin,1,0,0,1
66294775746,NV9995,2,CMC,ĐẠI HỌC BÁCH KHOA HÀ NỘI,TROY-BA,Công nghệ Thông tin,1,1,1,1
77845282619,NV9996,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,QHT94,Kỹ thuật Hóa học,1,0,0,1
22894079449,NV9997,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-VUW,Kỹ thuật Điện,1,0,1,0
51955180617,NV9998,2,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E12,Kỹ thuật Điện,0,0,0,0
31161523948,NV9999,3,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM3,Kỹ thuật Điện,0,0,0,0
